ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
ForegripMX4,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,Health,None,None
ForegripSG,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,Health,None,None
ForegripStand,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,Health,None,None
G3PicatinnyAdapter,Attachment,Modern,Real,None,Adapter,None,,,,Bespoke,None,None,None,None,None,None,None
HandleSightM16A4,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,None,None,None
HandleSightM4,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,Health,None,None
RailAdapterAR18,Attachment,Modern,Real,None,Adapter,None,,,,Bespoke,None,None,None,None,None,None,None
RailAdapterFamas,Attachment,Modern,Real,None,Adapter,None,,,,Picatinny,None,None,None,None,None,None,None
RailAdapterG36C,Attachment,Modern,Real,None,Adapter,None,,,,Picatinny,None,None,None,None,None,None,None
RailAdapterMini14,Attachment,Modern,Real,None,Adapter,None,,,,Picatinny,None,None,None,None,None,None,None
RailAdapterR1022,Attachment,Modern,Real,None,Adapter,None,,,,Bespoke,None,None,None,None,None,None,None
ReflexM1PrototypeOptic,Attachment,WW2,Real,None,Reflex,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeAPXL806,Attachment,PostWar,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeAR18,Attachment,Modern,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,None,None,None
ScopeG36,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
ScopeG36Combo,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
Scope_G3SG1,Attachment,PostWar,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
ScopeK98kZielacht,Attachment,WW2,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeLeeEnfield,Attachment,WW1,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeM1903M73,Attachment,WW2,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeM1CarbineM84,Attachment,WW2,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeM1M84,Attachment,WW2,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeModel8W330,Attachment,TurnOfTheCentury,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,None,None,None
ScopeMosinPU,Attachment,WW2,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeSusat,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
ScopeSVT40PU,Attachment,WW2,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
Scope_WA2000,Attachment,PostWar,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
MagazineAK102,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAK12,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineAK5c,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAK74_10rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAK74_20rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAK74Drum,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineAK74N,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAKM,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAKMDrum,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAKMGold,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAKMHeirloom,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAKMTactical10rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineAKMTactical20rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineAKMTactical,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineAKS74U,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAKS74U2,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAPC45,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAPC9,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAR10_20rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAR1820rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineAR1830rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineAR1840rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineASVal20Rnd,Magazine,None,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
MagazineAugA1,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAugA3,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineAWM,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineBerthierCarbine,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineBM59,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineBren806,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineBren807,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineCommando552,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineCX4,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineDeLisleCarbine,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineDragonuv,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineEM2,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineEnbloc1891,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineFal10rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineFal20rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineFal30rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineFamasF1,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineFRF2,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineG11,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineG36Drum,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineG36Standard,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineG320rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineG3Drum,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineGalil,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineH416D60,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineH416PMAG,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineHecate2,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineHoneyBadger20rnds,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineHydeLightRifle,Magazine,WW2,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineLeeEnfield,Magazine,WW1,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM107A1,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1420rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1430rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1600,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1600Drum,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1Carbine,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1Garand,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM1Shorty1610rnd,Magazine,None,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
MagazineM200,Magazine,None,Real,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
MagazineM2Carbine,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineM4Survival,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineM76,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineMadsenLAR10rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMadsenLAR20rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMadsenLAR30rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMAS4956,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineMini1410rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMini1420rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMini1430rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMini145rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineMk17Mod020rnd,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineModel81,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineMRAD,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineNTW20,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineP76220rnd,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazinePSG110rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazinePSG120rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazinePSG15rnd,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineQBZ95,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineR102210rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineR1022110rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineR102225rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineR102250rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineR700,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineRPK,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineSako85,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineScout,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineSG550,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineSKSModern10rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineSKSModern20rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineSR3M30rnd,Magazine,None,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
MagazineStanag1,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanag100rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanag10rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanag2,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanag20rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanag3,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanag5rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanag60rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStanagDrum,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStG44,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineStoner63AR,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,None,None,None
MagazineSV98,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineSVT40,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineTactical8400,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineUltimax,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineVSSVintorez10rnd,Magazine,None,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
MagazineVZ58_10Rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineVZ58_20Rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineVZ58_30Rnd,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineWA2000,Magazine,PostWar,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineX25DrumMk17,Magazine,Modern,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
MagazineXM500,Magazine,None,Real,None,None,None,,,,None,None,None,None,None,Health,None,None
AR50a,Firearm,Modern,Real,UnitedStatesOfAmerica,None,BoltAction,BreachLoad,SingleFire,Picatinny+Muzzle,None,AntiMaterial,Bulky,None,None,None,None,None
Hecate2,Firearm,Modern,Real,FrenchRepublic,None,BoltAction,BoxMag,SemiAuto,Picatinny,None,AntiMaterial,Bulky,None,None,Health,None,None
M107A1,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto,Muzzle+Picatinny,None,AntiMaterial,Bulky,None,None,Health,None,None
NTW20,Firearm,Modern,Real,RepublicOfSouthAfrica,None,BoltAction,BoxMag,SemiAuto,Picatinny,None,AntiMaterial,Bulky,None,None,Health,None,None
TripleRegret,Firearm,Modern,Meme,KingdomOfSweden,None,Revolver,BreachLoad,SemiAuto,,None,AntiMaterial,Pistol,None,None,Health,None,None
Whizzbanger,Firearm,Modern,Meme,FederalRepublicOfGermany,None,OpenBreach,BreachLoad,SingleFire,,None,AntiMaterial,Pistol,None,None,Health,None,None
Whizzbanger_Hammer,MeleeWeapon,Modern,Meme,None,None,OpenBreach,BreachLoad,SingleFire,,None,AntiMaterial,Pistol,None,None,Health,None,None
XM500,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto,Muzzle+Picatinny,None,AntiMaterial,Bulky,None,None,None,None,None
AK101,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian,None,Intermediate,FullSize,None,None,Health,None,None
AK12,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny+Bespoke,None,Intermediate,FullSize,None,None,None,None,None
AK12Prototype,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny+Bespoke,None,Intermediate,FullSize,None,None,None,None,None
AK5c,Firearm,Modern,Real,KingdomOfSweden,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
AK74N,Firearm,PostWar,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian+Bespoke,None,Intermediate,FullSize,None,None,Health,None,None
AKM,Firearm,PostWar,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian,None,Intermediate,FullSize,None,None,Health,None,None
AKMTactical,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian,None,Intermediate,FullSize,None,None,Health,None,None
AR18,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Bespoke,None,Intermediate,FullSize,None,None,Health,None,None
ASVAL,Firearm,PostWar,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
Bren806,Firearm,Modern,Real,CzechRepublic,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
Bren807,Firearm,Modern,Real,CzechRepublic,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
EM2,Firearm,PostWar,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,None,None,None
G11,Firearm,PostWar,Real,WestGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,,None,Intermediate,FullSize,None,None,None,None,None
G11TacMod,Firearm,Modern,Real,WestGermany,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,,None,Intermediate,FullSize,None,None,None,None,None
G36,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Intermediate,FullSize,None,None,Health,None,None
H416,Firearm,Modern,Real,FederalRepublicOfGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle+Bespoke,None,Intermediate,FullSize,None,None,None,None,None
IA2,Firearm,Modern,Real,FederativeRepublicOfBrazil,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
L85A2,Firearm,Modern,Real,UnitedKingdom,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
M16A1,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Bespoke,None,Intermediate,FullSize,None,None,None,None,None
M16A4,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+Burst,Picatinny+Muzzle+Bespoke,None,Intermediate,FullSize,None,None,None,None,None
M4A1v2Leftie,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle+Bespoke,None,Intermediate,FullSize,None,None,Health,None,None
M4A1v2Rightie,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle+Bespoke,None,Intermediate,FullSize,None,None,Health,None,None
QBZ95,Firearm,Modern,Real,PeoplesRepublicOfChina,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Intermediate,FullSize,None,None,Health,None,None
RPK,Firearm,PostWar,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian,None,Intermediate,FullSize,None,None,Health,None,None
Mk16Mod0,Firearm,Modern,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,Intermediate,FullSize,None,None,Health,None,None
SG550,Firearm,Modern,Real,SwissConfederation,None,Automatic,BoxMag,SemiAuto+Burst+FullAuto,Muzzle+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
SR3M,Firearm,Modern,Real,RussianFederation,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian,None,Intermediate,FullSize,None,None,None,None,None
StG44,Firearm,WW2,Real,GermanReich,None,Automatic,BoxMag,SemiAuto+FullAuto,,None,Intermediate,FullSize,None,None,Health,None,None
Stoner63AR,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,Intermediate,FullSize,None,None,None,None,None
VSSVintorez,Firearm,PostWar,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian+Picatinny,None,Intermediate,FullSize,None,None,Health,None,None
vz58Custom,Firearm,Modern,Real,CzechRepublic,None,Automatic,BoxMag+StripperClip,SemiAuto+FullAuto,Muzzle,None,Intermediate,FullSize,None,None,Health,None,None
vz58P,Firearm,PostWar,Real,Czechoslovakia,None,Automatic,BoxMag+StripperClip,SemiAuto+FullAuto,Muzzle,None,Intermediate,FullSize,None,None,Health,None,None
vz58V,Firearm,PostWar,Real,Czechoslovakia,None,Automatic,BoxMag+StripperClip,SemiAuto+FullAuto,Muzzle,None,Intermediate,FullSize,None,None,Health,None,None
AR10,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
BM59,Firearm,PostWar,Real,ItalianRepublic,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,None,None,None
Dragonuv,Firearm,PostWar,Real,UnionOfSovietSocialistRepublics,None,Automatic,InternalMag,SemiAuto,Muzzle+Russian,None,FullPower,Bulky,None,None,Health,None,None
Fal,Firearm,PostWar,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
FalPara,Firearm,PostWar,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
FaTactical,Firearm,Modern,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
G3A3,Firearm,PostWar,Real,WestGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
G3SG1,Firearm,PostWar,Real,WestGermany,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
GalilSAR,Firearm,PostWar,Real,StateOfIsrael,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Russian,None,FullPower,FullSize,None,None,Health,None,None
H51A1,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle+Stock,None,FullPower,FullSize,None,None,Health,None,None
H51A2,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
H51A3,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
H51K,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
Johnson1941,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,InternalMag+StripperClip,SemiAuto,,None,FullPower,FullSize,None,None,Health,None,None
M14,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
M1Garand,Firearm,WW2,Real,UnitedStatesOfAmerica,None,Automatic,EnblocClip,SemiAuto,,None,FullPower,FullSize,None,None,Health,None,None
M76,Firearm,PostWar,Real,Yugoslavia,None,Automatic,BoxMag,SemiAuto,Muzzle+Russian,None,FullPower,FullSize,None,None,None,None,None
MadsenLAR,Firearm,PostWar,Real,None,None,Automatic,BoxMag,SemiAuto+FullAuto,Muzzle,None,FullPower,FullSize,None,None,None,None,None
MAS49/56,Firearm,WW2,Real,FrenchFourthRepublic,None,Automatic,BoxMag+StripperClip,SemiAuto,Bespoke+Muzzle,None,FullPower,FullSize,None,None,Health,None,None
Mk17,Firearm,Modern,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,FullPower,FullSize,None,None,Health,None,None
Mk17CQC,Firearm,Modern,Real,KingdomOfBelgium,None,Automatic,BoxMag,SemiAuto+FullAuto,Picatinny+Muzzle,None,FullPower,FullSize,None,None,Health,None,None
P762,Firearm,Modern,Real,UnitedStatesOfAmerica,None,Automatic,BoxMag,SemiAuto,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
PSG1,Firearm,PostWar,Real,WestGermany,None,Automatic,BoxMag,SemiAuto,Muzzle,None,FullPower,FullSize,None,None,None,None,None
SVT40,Firearm,WW2,Real,UnionOfSovietSocialistRepublics,None,Automatic,BoxMag+StripperClip,SemiAuto,Bespoke+Muzzle,None,FullPower,Bulky,None,None,Health,None,None
WA2000,Firearm,PostWar,Real,WestGermany,None,Automatic,BoxMag,SemiAuto,Muzzle+Picatinny,None,FullPower,FullSize,None,None,Health,None,None
AWM,Firearm,Modern,Real,UnitedKingdom,None,BoltAction,BoxMag,SingleFire,Muzzle+Picatinny,None,FullPower,Bulky,None,None,Health,None,None
BerthierCarbine,Firearm,WW1,Real,FrenchThirdRepublic,None,BoltAction,EnblocClip,SingleFire,,None,FullPower,FullSize,None,None,None,None,None
Carcano1891,Firearm,TurnOfTheCentury,Real,KingdomOfItaly,None,BoltAction,InternalMag+StripperClip,SingleFire,,None,FullPower,FullSize,None,None,Health,None,None
DeLisleCarbine,Firearm,WW2,Real,UnitedKingdom,None,BoltAction,BoxMag,SingleFire,,None,Pistol,FullSize,None,None,Health,None,None
FRF2,Firearm,PostWar,Real,FrenchRepublic,None,BoltAction,BoxMag,SingleFire,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
K98k,Firearm,WW2,Real,GermanReich,None,BoltAction,InternalMag+StripperClip,SingleFire,,None,FullPower,FullSize,None,None,Health,None,None
LeeEnfieldJungleCarbine,Firearm,WW2,Real,UnitedKingdom,None,BoltAction,BoxMag+StripperClip,SingleFire,Bespoke,None,FullPower,FullSize,None,None,Health,None,None
LeeEnfieldNo4Mk1,Firearm,WW2,Real,UnitedKingdom,None,BoltAction,BoxMag+StripperClip,SingleFire,Bespoke+Muzzle,None,FullPower,FullSize,None,None,Health,None,None
LeeEnfieldObrez,Firearm,WW2,Real,UnitedKingdom,None,BoltAction,BoxMag+StripperClip,SingleFire,Bespoke,None,FullPower,Compact,None,None,Health,None,None
LeeEnfieldSwedeMod,Firearm,WW2,GroundedFictional,KingdomOfSweden,None,BoltAction,BoxMag+StripperClip,SingleFire,Bespoke,None,FullPower,FullSize,None,None,Health,None,None
M200,Firearm,Modern,Real,UnitedStatesOfAmerica,None,BoltAction,BoxMag,SingleFire,Muzzle+Picatinny,None,AntiMaterial,FullSize,None,None,Health,None,None
M40A1,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,BoltAction,InternalMag,SingleFire,Muzzle,None,FullPower,FullSize,None,None,Health,None,None
M4Survival,Firearm,PostWar,Real,UnitedStatesOfAmerica,None,BoltAction,BoxMag,SingleFire,Muzzle,None,Pistol,FullSize,None,None,None,None,None
Model70,Firearm,Modern,Real,UnitedStatesOfAmerica,None,BoltAction,InternalMag+StripperClip,SingleFire,Picatinny,None,FullPower,FullSize,None,None,Health,None,None
